1,0,0
1.00047,0.11731,0.0078125
1.0018,0.221217,0.015625
1.0039,0.313389,0.0234375
1.00667,0.39529,0.03125
1.01005,0.468201,0.0390625
1.01397,0.533243,0.046875
1.01836,0.5914,0.0546875
1.02319,0.643535,0.0625
1.02841,0.690403,0.0703125
1.03397,0.732666,0.078125
1.03984,0.770903,0.0859375
1.046,0.805622,0.09375
1.05242,0.837269,0.101562
1.05908,0.866232,0.109375
1.06595,0.892854,0.117188
1.07303,0.917433,0.125
1.08028,0.940232,0.132812
1.08771,0.961479,0.140625
1.0953,0.981375,0.148438
1.10304,1.0001,0.15625
1.11093,1.01779,0.164062
1.11894,1.03461,0.171875
1.12709,1.05065,0.179688
1.13536,1.06603,0.1875
1.14375,1.08083,0.195312
1.15225,1.09513,0.203125
1.16086,1.109,0.210938
1.16957,1.12251,0.21875
1.17839,1.13569,0.226562
1.18732,1.14861,0.234375
1.19634,1.16129,0.242188
1.20546,1.17378,0.25
1.21468,1.18609,0.257812
1.224,1.19827,0.265625
1.2334,1.21033,0.273438
1.24291,1.22228,0.28125
1.2525,1.23416,0.289062
1.26219,1.24596,0.296875
1.27197,1.25771,0.304688
1.28184,1.26942,0.3125
1.2918,1.28109,0.320312
1.30186,1.29273,0.328125
1.312,1.30434,0.335938
1.32224,1.31594,0.34375
1.33256,1.32753,0.351562
1.34298,1.33911,0.359375
1.35349,1.35068,0.367188
1.36409,1.36225,0.375
1.37477,1.37382,0.382812
1.38555,1.38538,0.390625
1.39642,1.39695,0.398438
1.40738,1.40852,0.40625
1.41843,1.42009,0.414062
1.42957,1.43166,0.421875
1.4408,1.44323,0.429688
1.45212,1.4548,0.4375
1.46353,1.46637,0.445312
1.47503,1.47794,0.453125
1.48662,1.48951,0.460938
1.4983,1.50108,0.46875
1.51008,1.51264,0.476562
1.52194,1.5242,0.484375
1.53389,1.53575,0.492188
1.54594,1.5473,0.5
1.55807,1.55883,0.507812
1.57029,1.57036,0.515625
1.58261,1.58188,0.523438
1.59501,1.59339,0.53125
1.6075,1.60489,0.539062
1.62009,1.61637,0.546875
1.63276,1.62784,0.554688
1.64552,1.6393,0.5625
1.65837,1.65073,0.570312
1.67131,1.66216,0.578125
1.68434,1.67356,0.585938
1.69746,1.68495,0.59375
1.71067,1.69632,0.601562
1.72397,1.70767,0.609375
1.73735,1.719,0.617188
1.75083,1.73031,0.625
1.76439,1.7416,0.632812
1.77804,1.75287,0.640625
1.79178,1.76412,0.648438
1.8056,1.77535,0.65625
1.81952,1.78656,0.664062
1.83352,1.79775,0.671875
1.84761,1.80892,0.679688
1.86178,1.82007,0.6875
1.87604,1.83121,0.695312
1.89039,1.84232,0.703125
1.90483,1.85342,0.710938
1.91935,1.86451,0.71875
1.93396,1.87558,0.726562
1.94866,1.88664,0.734375
1.96344,1.89769,0.742188
1.97831,1.90872,0.75
1.99327,1.91975,0.757812
2.00831,1.93077,0.765625
2.02343,1.94179,0.773438
2.03865,1.9528,0.78125
2.05395,1.96382,0.789062
2.06933,1.97483,0.796875
2.0848,1.98585,0.804688
2.10036,1.99688,0.8125
2.11601,2.00791,0.820312
2.13174,2.01896,0.828125
2.14755,2.03002,0.835938
2.16345,2.0411,0.84375
2.17944,2.05221,0.851562
2.19552,2.06334,0.859375
2.21168,2.07449,0.867188
2.22793,2.08568,0.875
2.24427,2.09691,0.882812
2.2607,2.10817,0.890625
2.27721,2.11948,0.898438
2.29382,2.13084,0.90625
2.31051,2.14225,0.914062
2.32729,2.15372,0.921875
2.34416,2.16525,0.929688
2.36112,2.17685,0.9375
2.37817,2.18851,0.945312
2.39532,2.20026,0.953125
2.41255,2.21208,0.960938
2.42988,2.22399,0.96875
2.4473,2.236,0.976562
2.46482,2.2481,0.984375
2.48243,2.2603,0.992188
2.50014,2.27261,1
2.51794,2.28504,1.00781
2.53584,2.29758,1.01562
2.55384,2.31025,1.02344
2.57194,2.32306,1.03125
2.59014,2.336,1.03906
2.60844,2.34908,1.04688
2.62684,2.36232,1.05469
2.64535,2.37571,1.0625
2.66396,2.38926,1.07031
2.68268,2.40299,1.07812
2.70151,2.41689,1.08594
2.72045,2.43097,1.09375
2.73949,2.44524,1.10156
2.75865,2.4597,1.10938
2.77793,2.47437,1.11719
2.79732,2.48925,1.125
2.81682,2.50434,1.13281
2.83645,2.51966,1.14062
2.85619,2.5352,1.14844
2.87606,2.55098,1.15625
2.89605,2.567,1.16406
2.91617,2.58328,1.17188
2.93642,2.5998,1.17969
2.95679,2.6166,1.1875
2.9773,2.63366,1.19531
2.99795,2.651,1.20312
3.01872,2.66862,1.21094
3.03964,2.68653,1.21875
3.0607,2.70473,1.22656
3.08191,2.72324,1.23438
3.10325,2.74206,1.24219
3.12475,2.7612,1.25
3.1464,2.78065,1.25781
3.1682,2.80044,1.26562
3.19016,2.82056,1.27344
3.21227,2.84102,1.28125
3.23455,2.86183,1.28906
3.25699,2.88299,1.29688
3.2796,2.9045,1.30469
3.30237,2.92638,1.3125
3.32532,2.94864,1.32031
3.34845,2.97126,1.32812
3.37175,2.99427,1.33594
3.39523,3.01766,1.34375
3.4189,3.04144,1.35156
3.44276,3.06561,1.35938
3.4668,3.09019,1.36719
3.49104,3.11517,1.375
3.51548,3.14056,1.38281
3.54011,3.16636,1.39062
3.56495,3.19257,1.39844
3.59,3.21921,1.40625
3.61525,3.24627,1.41406
3.64072,3.27376,1.42188
3.66641,3.30167,1.42969
3.69231,3.33002,1.4375
3.71844,3.35881,1.44531
3.74479,3.38803,1.45312
3.77138,3.4177,1.46094
3.7982,3.4478,1.46875
3.82525,3.47835,1.47656
3.85255,3.50935,1.48438
3.88009,3.54079,1.49219
3.90787,3.57268,1.5
3.93591,3.60502,1.50781
3.9642,3.63781,1.51562
3.99275,3.67105,1.52344
4.02156,3.70474,1.53125
4.05064,3.73888,1.53906
4.07999,3.77346,1.54688
4.1096,3.8085,1.55469
4.13949,3.84398,1.5625
4.16967,3.8799,1.57031
4.20012,3.91627,1.57812
4.23086,3.95308,1.58594
4.26189,3.99033,1.59375
4.29321,4.02802,1.60156
4.32483,4.06615,1.60938
4.35674,4.1047,1.61719
4.38896,4.14368,1.625
4.42149,4.18309,1.63281
4.45433,4.22292,1.64062
4.48747,4.26316,1.64844
4.52094,4.30382,1.65625
4.55472,4.34489,1.66406
4.58883,4.38635,1.67188
4.62326,4.42822,1.67969
4.65802,4.47048,1.6875
4.69311,4.51312,1.69531
4.72854,4.55614,1.70312
4.7643,4.59954,1.71094
4.80041,4.64331,1.71875
4.83686,4.68743,1.72656
4.87365,4.73192,1.73438
4.91079,4.77674,1.74219
4.94829,4.82191,1.75
4.98614,4.86741,1.75781
5.02434,4.91323,1.76562
5.06291,4.95937,1.77344
5.10183,5.00582,1.78125
5.14112,5.05257,1.78906
5.18078,5.09961,1.79688
5.2208,5.14693,1.80469
5.2612,5.19452,1.8125
5.30197,5.24238,1.82031
5.34311,5.29049,1.82812
5.38463,5.33885,1.83594
5.42653,5.38744,1.84375
5.46881,5.43626,1.85156
5.51148,5.4853,1.85938
5.55452,5.53454,1.86719
5.59795,5.58398,1.875
5.64177,5.6336,1.88281
5.68598,5.68341,1.89062
5.73058,5.73338,1.89844
5.77556,5.7835,1.90625
5.82094,5.83377,1.91406
5.86672,5.88418,1.92188
5.91288,5.93471,1.92969
5.95945,5.98535,1.9375
6.00641,6.0361,1.94531
6.05376,6.08695,1.95312
6.10151,6.13788,1.96094
6.14967,6.18888,1.96875
6.19822,6.23995,1.97656
6.24716,6.29107,1.98438
6.29651,6.34224,1.99219
6.34626,6.39344,2
